,index,best_par,roc,threshold,reg_param
302,302,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.1)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.6000000000000001,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.1), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.6000000000000001,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.1, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.6000000000000001, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.9438412246351016,1.1,0.6000000000000001
303,303,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.3)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.4,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.3), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.4,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.3, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.4, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.953968253968254,1.3,0.4
304,304,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.2000000000000002)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.4,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.2000000000000002), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.4,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.2000000000000002, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.4, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.9652668759811618,1.2000000000000002,0.4
305,305,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.4000000000000001)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.4,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.4000000000000001), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.4,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.4000000000000001, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.4, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.961832800542478,1.4000000000000001,0.4
306,306,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.2000000000000002)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.9,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.2000000000000002), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.9,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.2000000000000002, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.9, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.9648140321217245,1.2000000000000002,0.9
307,307,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.4000000000000001)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.8,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.4000000000000001), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.8,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.4000000000000001, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.8, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.9515460030165912,1.4000000000000001,0.8
308,308,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.1)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.9,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.1), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.9,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.1, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.9, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.9797563261480788,1.1,0.9
309,309,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.3)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.0,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.3), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.0,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.3, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.0, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.9330227140361094,1.3,0.0
310,310,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.2000000000000002)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.8,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.2000000000000002), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.8,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.2000000000000002, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.8, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.9299056603773586,1.2000000000000002,0.8
311,311,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.4000000000000001)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.4,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.4000000000000001), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.4,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.4000000000000001, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.4, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.9414190724686474,1.4000000000000001,0.4
312,312,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.4000000000000001)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.30000000000000004,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.4000000000000001), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.30000000000000004,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.4000000000000001, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.30000000000000004, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.9389079801450936,1.4000000000000001,0.30000000000000004
313,313,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.3)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.8,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.3), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.8,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.3, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.8, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.9131167029918764,1.3,0.8
314,314,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.1)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.9,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.1), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.9,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.1, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.9, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.9688965019834114,1.1,0.9
315,315,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.4000000000000001)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.7000000000000001,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.4000000000000001), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.7000000000000001,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.4000000000000001, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.7000000000000001, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.9565393167576308,1.4000000000000001,0.7000000000000001
316,316,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.2000000000000002)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.8,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.2000000000000002), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.8,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.2000000000000002, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.8, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.958893280632411,1.2000000000000002,0.8
317,317,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.3)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.7000000000000001,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.3), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.7000000000000001,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.3, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.7000000000000001, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.968312324929972,1.3,0.7000000000000001
318,318,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.1)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.9,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.1), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.9,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.1, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.9, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.9532380952380952,1.1,0.9
319,319,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.3)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.0,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.3), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.0,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.3, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.0, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.9536231884057972,1.3,0.0
320,320,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.1)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.7000000000000001,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.1), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.7000000000000001,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.1, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.7000000000000001, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.9270911127707244,1.1,0.7000000000000001
321,321,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.3)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.30000000000000004,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.3), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.30000000000000004,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.3, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.30000000000000004, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.9255319148936172,1.3,0.30000000000000004
322,322,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.3)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.9,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.3), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.9,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.3, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.9, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.9627335299901671,1.3,0.9
323,323,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.3)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.6000000000000001,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.3), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.6000000000000001,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.3, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.6000000000000001, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.966686674669868,1.3,0.6000000000000001
324,324,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.3)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.7000000000000001,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.3), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.7000000000000001,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.3, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.7000000000000001, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.95651376146789,1.3,0.7000000000000001
325,325,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.3)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.8,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.3), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.8,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.3, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.8, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.9554277498202732,1.3,0.8
326,326,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.1)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.7000000000000001,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.1), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.7000000000000001,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.1, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.7000000000000001, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.957592219398931,1.1,0.7000000000000001
327,327,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.2000000000000002)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.0,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.2000000000000002), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.0,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.2000000000000002, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.0, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.9472352024922118,1.2000000000000002,0.0
328,328,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.2000000000000002)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.9,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.2000000000000002), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.9,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.2000000000000002, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.9, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.9313207547169812,1.2000000000000002,0.9
329,329,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.3)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.6000000000000001,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.3), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.6000000000000001,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.3, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.6000000000000001, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.9506551141166526,1.3,0.6000000000000001
330,330,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.2000000000000002)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.8,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.2000000000000002), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.8,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.2000000000000002, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.8, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.960025247212287,1.2000000000000002,0.8
331,331,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.1)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.9,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.1), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.9,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.1, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.9, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.9678871548619448,1.1,0.9
332,332,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.0)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.7000000000000001,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.0), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.7000000000000001,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.0, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.7000000000000001, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.9531903037057676,1.0,0.7000000000000001
333,333,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.2000000000000002)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.7000000000000001,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.2000000000000002), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.7000000000000001,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.2000000000000002, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.7000000000000001, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.9515526729559748,1.2000000000000002,0.7000000000000001
334,334,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.2000000000000002)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.5,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.2000000000000002), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.5,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.2000000000000002, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.5, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.9592139414163886,1.2000000000000002,0.5
335,335,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.2000000000000002)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.6000000000000001,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.2000000000000002), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.6000000000000001,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.2000000000000002, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.6000000000000001, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.9705457940752058,1.2000000000000002,0.6000000000000001
336,336,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.3)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.5,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.3), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.5,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.3, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.5, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.9574664817383264,1.3,0.5
337,337,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.3)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.9,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.3), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.9,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.3, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.9, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.9665815240527884,1.3,0.9
338,338,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.1)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.8,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.1), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.8,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.1, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.8, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.9644495412844036,1.1,0.8
339,339,"{'memory': None, 'steps': [('variancethreshold', VarianceThreshold(threshold=1.3)), ('quadraticdiscriminantanalysis', QuadraticDiscriminantAnalysis(priors=None, reg_param=0.4,
                              store_covariance=False, tol=0.0001))], 'verbose': False, 'variancethreshold': VarianceThreshold(threshold=1.3), 'quadraticdiscriminantanalysis': QuadraticDiscriminantAnalysis(priors=None, reg_param=0.4,
                              store_covariance=False, tol=0.0001), 'variancethreshold__threshold': 1.3, 'quadraticdiscriminantanalysis__priors': None, 'quadraticdiscriminantanalysis__reg_param': 0.4, 'quadraticdiscriminantanalysis__store_covariance': False, 'quadraticdiscriminantanalysis__tol': 0.0001}",0.9696138657305836,1.3,0.4
